company,position,link,location,experience,additional_info,date,views,rewiews,description
Murano Software,Full Stack Developer (Python),https://djinni.co/jobs/617878-full-stack-developer-python-/,"Іспанія,    Україна,    Узбекистан",5,"Тільки віддалено, 5 років досвіду, Upper-Intermediate",17:20 23.12.2023,227,9,"We are looking for a skilled Full Stack Developer with a robust background in Python and experience with Django and Zappa for backend development. While proficiency in Flutter for front-end development is a significant advantage, candidates with experience in React TypeScript or Angular TypeScript are also highly encouraged to apply.<br><br><b>Project overview:</b> Our product is a suite of AI tools designed to provide gyms and fitness facilities access to AI.<br><br><b>Project:</b> https://fitrevcoach.com/<br><br><b>The project team:</b><br><br>The current team structure includes a Product/Project Manager, one full-stack developer, and contracted UI/UX Designers. We focus on a balanced team to cover all aspects of app development effectively.<br><br><b>REQUIREMENTS:</b><br>Strong expertise in Python and Django.<br>Front-end development experience, with a strong preference for candidates skilled in Flutter. Proficiency in React TypeScript or Angular TypeScript is also valued.<br>Knowledge of AWS services is beneficial.<br>Experience or interest in OpenAI integration is a plus.<br>Excellent problem-solving skills and attention to detail.<br><br><b>RESPONSIBILITIES:</b><br><br>Develop and maintain sophisticated web applications using Python, Django, and Zappa.<br>Contribute to front-end development, ideally with Flutter, or alternatively with React TypeScript or Angular TypeScript.<br>Collaborate on the planning, design, development, and deployment of new features.<br>Utilize AWS services and explore integration with OpenAI technologies.<br><br><b>INTERVIEW STEPS:</b><br><br>1) HR-interview;<br>2) Interview with a client (technical interview + interview with a team). <br><br>Waiting for your CV!"
Global17 East,Senior Python-focused engineer with BE knowledge,https://djinni.co/jobs/610737-senior-python-focused-engineer-with-be-knowle/,Україна,5,"Product, Office або Remote, 5 років досвіду, Advanced/Fluent",15:01 23.12.2023,53,0,"We are seeking a seasoned python-focused engineer who possesses a passion for crafting cutting-edge solutions. This role involves contributing to the development of our innovative, startup-like projects leveraging computational science and AI for the automation of construction planning.<br><br><b>We expect you to have</b><br><br>•	<b>4+</b> years Python development in commercial applications.<br>•	Sound understanding of algorithm optimization for fast applications with low memory footprint.<br>•	Expertise with containerized python applications<br>•	Good understanding of scalable python development<br>•	Experience with test-driven development (TDD) and proficiency in writing unit tests<br>•	Fluency in English<br>•	B.Sc. in Computer Science or a related field<br><br><b>Nice to have</b><br><br>•	Good DB architecture knowledge, at least mySQL language. Other relational or non-relational languages (e.g. no-SQL) is a plus.<br>•	Experience with C++ for commercial applications.<br>•	Back-end expertise in either Node.js or Django.<br>•	Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3<br>•	User authentication and authorization between multiple systems, servers, and environments<br>•	Understanding fundamental design principles behind a scalable application.<br>•	Familiarity with DevOps processes, including continuous integration and continuous deployment (CI/CD)<br>•	Familiarity with C# and .NET development.<br>•	German language skills<br><br><b>What we offer</b><br><br>•	Competitive salary<br>•	Modern open space office in downtown Kyiv with dedicated desk & top technical equipment<br>•	Remote-friendly work environment<br>•	Among other fringe benefits we offer 4 weeks of paid holiday and paid Ukrainian holidays<br>•	Opportunity to co-create disruptive technologies for the construction sector <br>•	We invest in your professional growth and development"
Global17 East,Middle/Senior BE engineer with Python knowledge,https://djinni.co/jobs/610740-middle-senior-be-engineer-with-python-knowled/,Україна,3,"Product, Office або Remote, 3 роки досвіду, Advanced/Fluent",15:01 23.12.2023,53,4,"We are seeking a seasoned Backend Engineer who possesses a passion for crafting cutting-edge solutions. This role involves contributing to the development of our innovative, startup-like projects leveraging computational science and AI for the automation of construction planning.<br><br><b>We expect you to have</b><br><br>•	<b>2+</b> years of backend development experience in Django or Node.js for commercial applications.<br>•	Strong DB architecture knowledge, at least mySQL language. Other relational or non-relational languages (e.g. no-SQL) is a plus.<br>•	Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3<br>•	User authentication and authorization between multiple systems, servers, and environments<br>•	Understanding fundamental design principles behind a scalable application.<br>•	Experience with containerized applications.<br>•	Familiarity with DevOps processes, including continuous integration and continuous deployment (CI/CD)<br>•	Fluency in English<br>•	B.Sc. in Computer Science or a related field<br><br><b>Nice to have</b><br><br>•	Experience with Python development for commercial applications.<br>•	Experience with test-driven development (TDD) and proficiency in writing unit tests<br>•	Understanding of Python optimization for fast applications with low memory footprint.<br>•	Experience with scalable python development<br>•	Familiarity with C# and .NET development.<br>•	German language skills<br><br><b>What we offer</b><br><br>•	Competitive salary<br>•	Modern open space office in downtown Kyiv with dedicated desk & top technical equipment<br>•	Remote-friendly work environment<br>•	Among other fringe benefits we offer 4 weeks of paid holiday and paid Ukrainian holidays<br>•	Opportunity to co-create disruptive technologies for the construction sector <br>•	We invest in your professional growth and development"
Ajax Systems,Python Developer/Data Engineer,https://djinni.co/jobs/547702-python-developer-data-engineer/,Україна,3,"Product, Тільки офіс, 3 роки досвіду",16:59 22.12.2023,82,5,"Ajax Systems — розробник і виробник систем безпеки Ajax із можливостями розумного дому. Це понад 70 пристроїв, мобільні та десктопні застосунки, серверна інфраструктура. У лінійці Ajax представлено централі керування із власною RTOS (OS Malevich), датчики руху, відчинення, захисту від затоплення та пожежні датчики, вуличні й домашні сирени, тривожна кнопка з функцією керування приладами, розумні розетки та реле.<br><br>Ми були маленьким локальним стартапом, а виросли у міжнародну компанію із центральним офісом в Україні. Сьогодні географія Ajax покриває всі континенти. Продукція продається у у 169 країнах світу і надійно захищає понад 1 800 000 користувачів.<br><br>Наша компанія — це українська історія успіху, місце неймовірної сили та енергії.<br><br>Кожного року ми демонструємо кратне зростання як у чисельності команди, так і в кількості користувачів у всьому світі. Виробництво Ajax Systems налічує два заводи, що розташовані в Україні та завод в Туреччині. У нас є три RnD-офіси: у Києві, Вінниці та Львові.<br>За розробку пристроїв у Ajax відповідає RnD-департамент, який складається з чотирьох команд: System, Devices, Automation та QA.<br><br><b>Вимоги:</b><br>- 3+ років професійного досвіду як розробник на Python з акцентом на управління даними та комп'ютерний зір<br>- Глибокі знання Python, з досвідом роботи з CVAT та бібліотеками NumPy, Pandas, OpenCV, Fiftyone<br>- Досвід збору, очищення та попередньої обробки даних<br>- Обізнаність з фреймворками машинного навчання, такими як TensorFlow або PyTorch, як перевага<br>- Володіння Git для контролю версій<br>- Відмінні навички розв'язання проблем, з можливістю швидко вивчати та адаптуватися до нових технологій та викликів<br>- Сильні комунікативні та міжособистісні навички, здатність ефективно працювати в невеликій команді<br><br><b>Обов'язки:</b><br>- Розробляти та підтримувати інструменти та додатки на основі Python для керування наборами даних комп'ютерного зору, включаючи збір даних, організацію та попередню обробку<br>- Співпрацювати з командами різних функціональних напрямів для визначення, проектування та розробки нових вимог до наборів даних, забезпечуючи високу якість та продуктивність<br>- Аналізувати та оптимізувати існуючі набори даних для покращення продуктивності та ефективності моделей<br>- Впроваджувати та підтримувати конвеєри збору даних, забезпечуючи їх цілісність та безпеку.<br><br><b>Ми пропонуємо:</b><br>- Спрацьовану та вмотивовану команду<br>- Свободу приймати рішення та втілювати ідеї<br>- Результат роботи, який можна побачити, можливість впливати на продукт і виробництво<br>- Здорову корпоративну культуру<br>- Оплату профільних курсів, тренінгів, конференцій<br>- Медичне страхування<br>- Гнучкий графік у офісі.<br><br><b>Долучайтеся, щоб зробити Made in Ukraine синонімом надійності.</b>"
Softermii,Python Developer/AI Specialist (part - time),https://djinni.co/jobs/617809-python-developer-ai-specialist-part-time-/,Україна,5,"Тільки віддалено, 5 років досвіду, Upper-Intermediate",16:54 22.12.2023,172,28,"📲<b>Project:</b><br>Is a leading startup and a provider of an AI-driven system that provides the tools and capabilities to create your own character, communicate with it, and build relationships. This is a brand new idea start-up.<br><br><b>Type of cooperation:</b> Part-time (20-25 hours per week)<br><br>⚡️Your responsibilities on the project will be:<br><b>AI Development:</b><br>— Work on the development and implementation of open source AI models, with a specific focus on image generation models (stabled dffusion) and LLMs (pygmalion, llama2) .<br>— Collaborate with data scientists and machine learning engineers to integrate AI capabilities into applications.<br><b>Scalability:</b><br>— Design and implement scalable solutions to handle large datasets and ensure optimal performance of AI applications.<br>— Identify and address bottlenecks in the system to enhance scalability.<br><b>Stateless Application Development:</b><br>— Develop stateless applications using Python and related technologies.<br>— Ensure the seamless integration of AI components into stateless architectures.<br><b>Image Generation Models:</b><br>— Leverage expertise in image generation models (e.g., GANs, VAEs) to contribute to projects involving image synthesis and manipulation.<br><b>Large Language Models (LLMs):</b><br>— Work with Large Language Models (LLMs) to enhance natural language understanding and generation within applications.<br><b>Collaboration:</b><br>— Collaborate with cross-functional teams, including data scientists, frontend developers, and DevOps engineers.<br>— Participate in code reviews and provide constructive feedback to team members.<br><b>Optimization:</b><br>— Optimize existing AI models, with a specific focus on image generation models and LLMs, for improved efficiency and resource utilization.<br>— Stay updated on the latest advancements in AI, especially in image and language domains, and contribute ideas for continuous improvement.<br><b>Documentation:</b><br>— Document code, processes, and procedures related to image generation models and LLMs to facilitate knowledge sharing within the team.<br><br><b>You can be part of the following team:</b> CTO, 1 front end from Softermii, 1 back-end from Softermii + QA + AI engineer<br><br>🗞<b>Our requirements to you:</b><br>— Bachelor’s or Master’s degree in Computer Science, Engineering, or a related field.<br>— Minimum of 5 years of professional experience as a Python Developer.<br>— Upper-Intermediate English level.<br><br><b>Technical Skills:</b><br>— Proficiency in Python and experience with open source AI frameworks (e.g., TensorFlow, PyTorch).<br>— Strong understanding of scalable and stateless application development.<br><b>AI Expertise:</b><br>— Hands-on experience working with and implementing AI models in real-world applications.<br>— Familiarity with natural language processing, computer vision, or other AI domains.<br>Communication Skills:<br><b>Excellent communication and collaboration skills.</b><br>Ability to communicate technical concepts to both technical and non-technical stakeholders.<br><b>Problem-Solving:</b><br>Strong analytical and problem-solving skills with a keen attention to detail.<br><b>Adaptability:</b><br>Ability to adapt to new technologies and methodologies in a dynamic work environment.<br><b>Team Player:</b><br>Proven ability to work effectively in a collaborative team environment.<br><br>💥<b>It would be cool if you have:</b><br>— Experience working with image generation models (e.g., GANs, VAEs) and Large Language Models (LLMs).<br>— Proven track record of successful projects involving image synthesis, manipulation, or natural language understanding.<br>— Familiarity with frameworks and libraries specific to image generation and natural language processing.<br><br>👨‍💻<b>Who will you have the opportunity to meet during the hiring process (stages):</b><br>Call, HR, PM interview, Tech interview, Final interview with the client<br><br>🥯<b>What we can offer you:</b><br>— We have stable and highly-functioning processes — everyone has their own role and clear responsibilities, so decisions are made quickly and without unnecessary approvals.<br>— You will have enough independence to make decisions that can affect not only the project but also the work of the company.<br>— We are a team of like-minded experts who create interesting products during working hours and enjoy spending free time together.<br>— Do you like to learn something new in your profession or do you want to improve your English? We will be happy to pay 50% of the cost of courses/conferences/speaking clubs.<br>— Do you want an individual development plan? We will form one especially for you + you can count on mentoring from our seniors and leaders.<br>— Do you have a friend who is currently looking for new job opportunities? Recommend them to us and get a bonus.<br>— Are you thinking about taking out insurance? This is also what we can offer you.<br>— And what if you want to relax? Then we have 21 working days off.<br>— What if you are feeling bad? You can take 5 sick leaves a year.<br>— Do you want to volunteer? We will add you to a chat, where we can get a bulletproof vest, buy a pickup truck or send children’s drawings to the front.<br>— And we have the most empathetic HRs (who also volunteer!). So we are ready to support your well-being in various ways.<br><br>👨‍🏫<b>A little more information that you may find useful:</b><br>— our adaptation period lasts 3 months, this period of time is enough for us to understand each other better;<br>— there is a performance review after each year of our collaboration where we use a skills map to track your growth;<br>— we really have no boundaries in the truest sense of the word — we have flexible working day, remote or office is up to you.<br><br>Of course, we have a referral bonus system. So if you have a friend who likes our job opening, you can give us their telegram contact, and we in turn will thank you with a bonus if we start working with them!"
Confitech Dienstleistungs GmbH,Senior Python Developer for AI Project (Location - Germany only) qp,https://djinni.co/jobs/617750-senior-python-developer-for-ai-project-locati/,"Релокейт,    Німеччина",5,"Product, Office або Remote, 5 років досвіду, Upper-Intermediate",15:14 22.12.2023,89,15,"✅ <b>This position is for direct hiring. You will become an official client's employee.<br>📍 This position requires working within 🇩🇪 Germany</b><br><br><b>About the company & project:</b><br><br>Artificial intelligence is the steam engine of the fourth industrial revolution with a significant impact on all our lives. However, modern AI algorithms are powerful but dangerous black boxes that can cause significant financial and physical harm. Apple’s credit card which has been investigated for discriminating against women, Microsoft’s chatbot that reportedly made racist tweets, or Tesla’s autopilot which was reported to cause crashes are just examples of recent AI incidents. Making algorithmic decision-making transparent and accountable is, therefore, a fundamental prerequisite for future-proof organizations.<br><br>Our international team of machine learning researchers, engineers, and business minds has built AI systems for leading organizations and published at top-tier academic venues.<br><br>We enable society for a safe and self-determined co-existence with intelligent machines.<br><br><b>Your profile:</b><br><br>- 5+ years of professional software development experience.<br>- Expert Python programming skills.<br>- Solid skills in C/C++ or Java.<br>- Experience in cloud technologies (e.g. AWS).<br>- Experience in container/orchestration tools (Kubernetes, Docker).<br>- Solid knowledge of relational databases and SQL.<br>- Very good knowledge of design patterns and software design best practices.<br>- Fully comfortable working in English (written and spoken), German is a plus.<br>- Experience with ML libraries like scikit-learn, Spark ML or PyTorch/Tensorflow is a big plus.<br><br><br><b>Your main responsibilities:</b><br>-  Contribute to the architecture and delivery process of a scalable software product involving data science and machine learning.<br>- Work on and improve existing algorithms.<br>- Solve challenging optimization problems.<br>- Develop clean, high-performance production codes and document them in a knowledge database.<br>- Take part in code reviews to ensure the high-quality standards of the product and codebase."
Jito.dev,Python developer with DevOps experience,https://djinni.co/jobs/617716-python-developer-with-devops-experience/,Україна,2,"Тільки віддалено, 2 роки досвіду, Upper-Intermediate",11:54 22.12.2023,141,26,"We're looking for a motivated <b>Python developer</b> to join our miracle team.<br><br><b>REQUIREMENTS:</b><br><br>- At least 2 years of experience in Python;<br>- Experience implementing DevOps tasks;<br>- Experience with containerization tools like Docker and orchestration tools like Kubernetes;<br>- Familiarity with CI/CD tools like Jenkins, GitHub Actions;<br>- Spoken and written English at B2 level or higher;<br>- Strong understanding of software development best practices.<br><br><b>Would be a plus:</b><br><br>- Knowledge of GIS technologies is a significant advantage and may impact compensation;<br>- MLflow, TFX, Kubeflow, TensorFlow, or PyTorch;<br>- Bachelor's degree in Computer Science, Engineering, or a related field.<br><br><b>RESPONSIBILITIES:</b><br><br>- Write code for dataset preparation and data cleaning;<br>- Collaborate with data scientists to streamline the deployment of machine learning models into production;<br>​- Building and setting up new development tools and infrastructure;<br>- Optimize computing resources to ensure efficient utilization;<br>- Troubleshoot and resolve issues related to ML model deployments;<br>- Stay updated with the latest DevOps tools, trends, and best practices."
HebronSoft,Senior Python Engineer,https://djinni.co/jobs/617674-senior-python-engineer/,Україна,5,"Тільки віддалено, 5 років досвіду, Intermediate",10:10 22.12.2023,70,5,"Description:<br>We are seeking an experienced Senior Python Engineer to join our team in the field of e-commerce and finance. Our client, a leading company in this space, is dedicated to developing and maintaining cutting-edge solutions for Point of Sale (POS) systems, web applications, and financial services.<br><br><br>Requirements:<br>Minimum 5 years of experience as a Python Engineer<br>Knowledge and experience working with POS systems, web development, financial applications, and API integration<br>Proficient in Python and its frameworks such as Django or Flask<br>Experience with relational databases, such as PostgreSQL or MySQL<br>Understanding of performance optimization techniques<br>Ability to work in a team and communicate effectively with team members<br>English level at least Intermediate Strong<br><br><br>What We Offer:<br>Competitive compensation depended on experience and skills<br>Flexible working hours plus the ability to work from home<br>Transparency in relationships and workflows<br>Working on an extra-technological project with a team of professionals<br>Professional and career growth opportunities<br>Regular corporate social activities<br>Regular technical training in our office (Engineering days, Hackathon, etc.)<br>English courses<br><br>Here at HebronSoft, we value and prioritize people over profits. With quite extensive expertise in delivering competitive software solutions across devices and industry verticals, we are proud to work with great IT folks who have been with us for years."
Devsteam.cloud,Junior Backend Developer (Python + Django),https://djinni.co/jobs/617671-junior-backend-developer-python-django-/,Україна,1,"Product, Тільки віддалено, 1 рік досвіду",10:02 22.12.2023,773,163,"We are an innovative and dynamic company leader in its field. We firmly believe that our employees are our greatest asset and invest significant resources in their growth and development. Our unique corporate culture emphasizes creativity, teamwork, and a passion for design. By joining our team, you can contribute to projects that shape the future of our business while developing your professional skills in a supportive and encouraging environment.<br><br>We are seeking a highly motivated Junior Backend Developer with expertise in Python and Django to join our dynamic team. This is a fantastic opportunity for individuals looking to further their career in a professional IT environment.<br><br><b>Key responsibilities:</b><br>• Collaborate with our experienced development team to design, develop, and maintain backend solutions using Python and Django.<br>• Assist in the implementation of scalable and efficient web products.<br>• Participate in code reviews and contribute to the continuous improvement of coding standards and best practices.<br>• Troubleshoot and debug issues to ensure optimal performance and functionality.<br>• Work closely with front-end developers and other team members to deliver high-quality, integrated solutions.<br><br><b>Requirements:</b><br>• Minimum of 1 year of relevant work experience in IT companies (experience gained through training, freelancing, or personal projects will not be considered).<br>• Strong knowledge of Python and web development frameworks, with a focus on Django.<br>• Familiarity with RESTful API development and integration.<br>• Understanding of database systems.<br>• Experience with version control systems, preferably Git.<br>• Good communication and teamwork skills.<br>• A passion for learning and staying up-to-date with industry trends and emerging technologies.<br><br><b>What we offer:</b><br>• An opportunity to work with a dynamic team of experienced professionals.<br>• Career growth and development opportunities.<br>• A collaborative and innovative work environment.<br>• Ongoing learning and skill-building initiatives.<br><br>We encourage you to apply if you meet the above requirements and are eager to take your career to the next level.<br><br>A persuasive request - before giving feedback, watch our video and start with the offer you will find after watching the video.<br>This is to protect against those who slander reviews with ChatGpt - we just won't read them if you don't start with the right words :)"
at Apexive,Senior Python/Django Engineer,https://djinni.co/jobs/538539-senior-python-django-engineer/,"Чехія,    Нідерланди,    Польща,    Україна",3,"Тільки віддалено, 3 роки досвіду, Upper-Intermediate",19:29 21.12.2023,160,32,"<b>Apexive</b> is a premier software studio that creates top-notch technology for startups.<br><br>We have a remote-first culture, and this position can be based anywhere. We encourage you to work in the way that best suits you. The company is led by a software architect (the founder actually codes), so you’ll never feel like a cog in the machine. Everyone has the chance to make decisions that steer the company as a whole.<br><br>While we are technology agnostic and believe in using the right tools for a given challenge, we are experts in cutting-edge frameworks and platforms, such as Flutter/Dart, Google Cloud Platform/AWS/Kubernetes, Python/Django, and Terraform, to name very a few. This is a full-time position.<br><br>For this role, we are considering candidates who are remote-based. Apexive offers different work modes to meet the variety of needs and preferences of our team. Learn more about our engineering philosophies, tools, and some of the challenges we’ve been solving on our Engineering blog.<br><br><b>What You’ll Do:</b><br><br>- Develop and maintain Backend solutions using Python/Django<br>- Build docker images that can run on top of AWS or other PaaS<br>- Model databases using MySQL, Postgres, DynamoDB<br>- Understand the needs of our clients and come up with solutions for their problems<br>- Taking an active part in our learning and knowledge-sharing culture<br><br><b>Skills We’re looking for:</b><br><br>- 3+ years of Python/Django experience<br>- Experience with RESTful backend applications, specially built with Django<br>- An inability to write anything but clean, maintainable code.<br>- Strong aversion to hard code<br>- Experience with deployment processes like AWS, Heroku<br>- Being up-to-date with the latest news and technologies about the Backend<br>- High English proficiency as our company language is English<br>- Ability to work independently<br>- Alignment with our values, including get things done attitude<br><br>We’re looking for people who are passionate about building tech for startups and do not afraid of challenges!<br><br><b>Nice to have:</b><br><br>- UI/UX feeling<br>- Docker, CircleCI<br>- Terraform, Odoo<br>- Basic knowledge of frontend<br>- Contributions to open-source projects<br><br><b>Perks & Benefits</b><br><br>💰 Competitive compensation<br>📈 Equity options<br>💻 Work with the latest tech stack and top startups from various industries<br>🏖️ Offsite week in Thailand full of adventures — all expenses paid<br>🧳 Flexible work hours and truly remote work culture<br>🧗‍♂️ Work From Anywhere<br>👫 Mentorship program — get a mentor and become one<br>📚 Conferences, meetups, language lessons, and seminars to support personal growth<br><br><b>Our Hiring Process:</b><br><br>Joining Apexive means becoming part of a team that values innovation and collaboration. Here's how our hiring process works:<br><br><b>Apply:</b> Start by submitting your application. Show us why you're excited about joining Apexive and how your skills and experiences make you a great fit for our team.<br><br><b>Technical Survey:</b> After applying, you'll be asked to complete a technical survey. This is your opportunity to showcase your skills. Please include links to specific sections of code where you've made significant contributions or solved complex problems.<br><br><b>Cultural Fit Interview:</b> If your technical survey impresses us, we'll invite you for a cultural fit interview. This is a chance for us to get to know each other better and see how well you align with Apexive's values and culture.<br><br><b>Technical Interview:</b> Next, you'll have a technical interview. This is where you'll demonstrate your technical expertise, problem-solving abilities, and how you approach and tackle technical challenges.<br><br><b>Offer:</b> If all goes well, we'll extend an offer for you to join our team!<br><br>Welcome aboard!"
Luxoft,Senior Python Developer,https://djinni.co/jobs/617632-senior-python-developer/,Україна,5,"Office або Remote, 5 років досвіду, Upper-Intermediate",18:10 21.12.2023,22,2,"Project Description:<br>One of the world's largest providers of products and services to the energy industry has a need to develop and support cloud-based enterprise information system in Oil & Gas domain.<br>Our project is stable, long-term and constantly adopts new technologies.<br><br>Work supposes close cooperation with Customer team located in Houston and following Agile principles.<br>Our team is senior, supportive and friendly.<br><br>Responsibilities:<br>Design, develop, and maintain robust and scalable backend systems using Python, AWS Lambda functions, and GraphQL.<br>Collaborate closely with cross-functional teams including front-end engineers, product managers, and designers to define and implement APIs that meet business requirements.<br>Build efficient and optimized GraphQL APIs that enable clients to retrieve data with minimal over-fetching or under-fetching.<br>Leverage AWS services to architect and implement serverless solutions, utilizing Lambda functions for event-driven and microservices architectures.<br><br>Develop data processing pipelines, ETL processes, and real-time data streaming components using Python and AWS tools.<br>Optimize and fine-tune backend systems for performance, reliability, and scalability.<br>Work with DevOps teams to ensure smooth deployment and operation of backend services on AWS infrastructure.<br>Stay up-to-date with industry trends and emerging technologies, and apply best practices to continuously improve backend development processes.<br><br>Mandatory Skills Description:<br>Bachelor's degree in Computer Science, Engineering, or related field (or equivalent work experience).<br>3+ years of experience<br>Proven experience as a Back-End Software Engineer, with a strong track record of designing and implementing backend solutions.<br>Proficiency in Python and a solid understanding of software design principles.<br>Experience developing serverless applications using AWS Lambda functions.<br>In-depth knowledge of GraphQL and its implementation principles.<br>Familiarity with AWS services such as API Gateway, DynamoDB, S3, and CloudFormation.<br>Strong understanding of RESTful API design, microservices architecture, and event-driven programming.<br>Ability to write clean, maintainable, and well-documented code.<br>Problem-solving mindset with the ability to troubleshoot and debug complex backend issues.<br>Excellent teamwork and communication skills, with the ability to collaborate effectively in a cross-functional environment.<br><br>Nice-to-Have Skills:<br>Experience with CI/CD pipelines and version control systems (e.g., Git) is a plus.<br><br>Languages:<br>English: B2 Upper Intermediate"
Luxoft,Senior Python Developer,https://djinni.co/jobs/617631-senior-python-developer/,Україна,3,"Office або Remote, 3 роки досвіду, Upper-Intermediate",18:08 21.12.2023,41,5,"Project Description:<br>One of the world's largest providers of products and services to the energy industry has a need to develop and support cloud-based enterprise information system in Oil & Gas domain.<br>Our project is stable, long-term and constantly adopts new technologies.<br><br>Work supposes close cooperation with Customer team located in Houston and following Agile principles.<br>Our team is senior, supportive and friendly.<br>Responsibilities:<br>Design, develop, and maintain robust and scalable backend systems using Python, AWS Lambda functions, and GraphQL.<br>Collaborate closely with cross-functional teams including front-end engineers, product managers, and designers to define and implement APIs that meet business requirements.<br>Build efficient and optimized GraphQL APIs that enable clients to retrieve data with minimal over-fetching or under-fetching.<br>Leverage AWS services to architect and implement serverless solutions, utilizing Lambda functions for event-driven and microservices architectures.<br>Develop data processing pipelines, ETL processes, and real-time data streaming components using Python and AWS tools.<br>Optimize and fine-tune backend systems for performance, reliability, and scalability.<br>Work with DevOps teams to ensure smooth deployment and operation of backend services on AWS infrastructure.<br>Stay up-to-date with industry trends and emerging technologies, and apply best practices to continuously improve backend development processes.<br>Mandatory Skills Description:<br>Bachelor's degree in Computer Science, Engineering, or related field (or equivalent work experience).<br>3+ years of experience<br>Proven experience as a Back-End Software Engineer, with a strong track record of designing and implementing backend solutions.<br>Proficiency in Python and a solid understanding of software design principles.<br>Experience developing serverless applications using AWS Lambda functions.<br>In-depth knowledge of GraphQL and its implementation principles.<br>Familiarity with AWS services such as API Gateway, DynamoDB, S3, and CloudFormation.<br>Strong understanding of RESTful API design, microservices architecture, and event-driven programming.<br>Ability to write clean, maintainable, and well-documented code.<br>Problem-solving mindset with the ability to troubleshoot and debug complex backend issues.<br>Excellent teamwork and communication skills, with the ability to collaborate effectively in a cross-functional environment.<br>Nice-to-Have Skills:Experience with CI/CD pipelines and version control systems (e.g., Git) is a plus.<br>Languages:<br>English: B2 Upper Intermediate"
Luxoft,Python Developer,https://djinni.co/jobs/617630-python-developer/,Україна,3,"Office або Remote, 3 роки досвіду, Upper-Intermediate",18:07 21.12.2023,95,15,"One of the world's largest providers of products and services to the energy industry has a need to develop and support cloud-based enterprise information system in Oil & Gas domain.<br>Our project is stable, long-term and constantly adopts new technologies.<br><br>Work supposes close cooperation with Customer team located in Houston and following Agile principles.<br>Our team is senior, supportive and friendly.<br>Responsibilities:<br>Design, develop, and maintain robust and scalable backend systems using Python, AWS Lambda functions, and GraphQL.<br>Collaborate closely with cross-functional teams including front-end engineers, product managers, and designers to define and implement APIs that meet business requirements.<br>Build efficient and optimized GraphQL APIs that enable clients to retrieve data with minimal over-fetching or under-fetching.<br>Leverage AWS services to architect and implement serverless solutions, utilizing Lambda functions for event-driven and microservices architectures.<br>Develop data processing pipelines, ETL processes, and real-time data streaming components using Python and AWS tools.<br>Optimize and fine-tune backend systems for performance, reliability, and scalability.<br>Work with DevOps teams to ensure smooth deployment and operation of backend services on AWS infrastructure.<br>Stay up-to-date with industry trends and emerging technologies, and apply best practices to continuously improve backend development processes.<br>Mandatory Skills Description:<br>Bachelor's degree in Computer Science, Engineering, or related field (or equivalent work experience).<br>3+ years of experience<br>Proven experience as a Back-End Software Engineer, with a strong track record of designing and implementing backend solutions.<br>Proficiency in Python and a solid understanding of software design principles.<br>Experience developing serverless applications using AWS Lambda functions.<br>In-depth knowledge of GraphQL and its implementation principles.<br>Familiarity with AWS services such as API Gateway, DynamoDB, S3, and CloudFormation.<br>Strong understanding of RESTful API design, microservices architecture, and event-driven programming.<br>Ability to write clean, maintainable, and well-documented code.<br>Problem-solving mindset with the ability to troubleshoot and debug complex backend issues.<br>Excellent teamwork and communication skills, with the ability to collaborate effectively in a cross-functional environment.<br>Nice-to-Have Skills:Experience with CI/CD pipelines and version control systems (e.g., Git) is a plus."
